"ID","category","rt","response","sound1","sound2"
"1002","CarHorn",1808.42999997549,2,"01","10"
"1002","CarHorn",737.489999970421,4,"01","04"
"1002","CarHorn",3396.08500001486,1,"10","01"
"1002","CarHorn",4270.87999996729,2,"01","06"
"1002","CarHorn",486.180000007153,1,"10","08"
"1002","CarHorn",3228.27999998117,3,"02","07"
"1002","CarHorn",3653.63999997498,3,"10","06"
"1002","CarHorn",1723.81500003394,2,"03","09"
"1002","CarHorn",5925.80999998609,2,"03","06"
"1002","CarHorn",6190.20000001183,5,"10","02"
"1002","CarHorn",5994.80500002392,5,"06","07"
"1002","CarHorn",821.225000021514,1,"08","09"
"1002","CarHorn",769.540000008419,5,"04","09"
"1002","CarHorn",611.575000046287,8,"10","10"
"1002","CarHorn",1138.05999996839,4,"09","02"
"1002","CarHorn",6968.3199999854,6,"06","06"
"1002","CarHorn",1013.02999997279,5,"05","02"
"1002","CarHorn",2236.22999998042,3,"07","03"
"1002","CarHorn",386.850000009872,1,"07","08"
"1002","CarHorn",727.959999989253,3,"01","05"
"1002","CarHorn",1986.83000000892,5,"05","03"
"1002","CarHorn",608.130000007804,1,"08","06"
"1002","CarHorn",1854.76000001654,3,"04","10"
"1002","CarHorn",2441.30499998573,3,"06","05"
"1002","CarHorn",2051.24000000069,3,"01","02"
"1002","CarHorn",3722.66500000842,5,"04","02"
"1002","CarHorn",1618.31500002882,6,"09","01"
"1002","CarHorn",1090.5999999959,5,"08","04"
"1002","CarHorn",2582.31500000693,3,"05","04"
"1002","CarHorn",12486.1050000181,4,"02","01"
"1002","CarHorn",844.360000046436,5,"06","10"
"1002","CarHorn",1028.07500003837,1,"06","04"
"1002","CarHorn",1980.17500003334,4,"02","03"
"1002","CarHorn",2133.79499997245,3,"08","05"
"1002","CarHorn",467.735000012908,3,"07","10"
"1002","CarHorn",2807.25499999244,3,"05","07"
"1002","CarHorn",454.435000021476,1,"02","10"
"1006","CarHorn",2134.08500002697,8,"10","10"
"1006","CarHorn",5350.0500000082,2,"05","04"
"1006","CarHorn",903.280000027735,2,"07","04"
"1006","CarHorn",483.065000036731,8,"02","02"
"1006","CarHorn",568.72999999905,1,"05","08"
"1006","CarHorn",702.590000000782,3,"06","02"
"1006","CarHorn",2968.17499998724,4,"03","02"
"1006","CarHorn",615.920000011101,2,"09","01"
"1006","CarHorn",548.364999995101,2,"08","10"
"1006","CarHorn",653.18500000285,3,"01","08"
"1006","CarHorn",593.92499999376,8,"08","08"
"1006","CarHorn",354.659999953583,8,"06","06"
"1006","CarHorn",733.914999989793,2,"06","01"
"1006","CarHorn",508.520000032149,2,"08","04"
"1006","CarHorn",885.230000014417,3,"01","03"
"1006","CarHorn",743.224999983795,8,"04","04"
"1006","CarHorn",376.734999998007,2,"09","10"
"1006","CarHorn",1287.82500000671,3,"04","10"
"1006","CarHorn",1861.69999995036,2,"06","04"
"1006","CarHorn",360.395000025164,2,"08","06"
"1006","CarHorn",3562.06499994732,2,"02","05"
"1006","CarHorn",695.505000010598,2,"06","03"
"1006","CarHorn",704.694999963976,2,"01","04"
"1006","CarHorn",20910.5850000051,3,"08","03"
"1006","CarHorn",359.464999986812,2,"02","09"
"1006","CarHorn",306.679999979679,2,"02","04"
"1006","CarHorn",380.784999986645,2,"09","05"
"1006","CarHorn",403.090000036173,2,"09","04"
"1006","CarHorn",1713.19999999832,2,"10","09"
"1006","CarHorn",346.459999971557,2,"06","08"
"1006","CarHorn",869.995000015479,3,"03","05"
"1006","CarHorn",245.180000027176,2,"07","08"
"1006","CarHorn",293.569999979809,2,"10","06"
"1006","CarHorn",304.194999975152,2,"05","10"
"1006","CarHorn",771.339999977499,2,"09","03"
"1006","CarHorn",201.279999979306,2,"06","10"
"1006","CarHorn",349.119999969844,2,"10","04"
"1006","CarHorn",189.880000019912,2,"03","08"
"1006","CarHorn",306.999999971595,2,"10","05"
"1006","CarHorn",345.464999962132,2,"09","08"
"1006","CarHorn",2718.79999997327,2,"06","07"
"1006","CarHorn",315.895000007004,2,"04","01"
"1006","CarHorn",317.815000016708,2,"10","02"
"1006","CarHorn",355.065000010654,3,"03","01"
"1006","CarHorn",309.550000005402,2,"05","06"
"1006","CarHorn",1024.34000000358,2,"03","07"
"1006","CarHorn",299.179999972694,2,"04","05"
"1006","CarHorn",25.3800000064075,2,"04","03"
"1006","CarHorn",1125.72999997064,3,"01","09"
"1006","CarHorn",845.945000008214,2,"08","07"
"1006","CarHorn",963.474999996834,2,"02","10"
"1006","CarHorn",666.520000027958,3,"01","06"
"1006","CarHorn",283.225000021048,2,"07","01"
"1006","CarHorn",572.434999980032,2,"10","07"
"1006","CarHorn",276.415000029374,2,"08","09"
"1006","CarHorn",797.895000025164,3,"06","09"
"1006","CarHorn",400.550000020303,2,"10","08"
"1006","CarHorn",724.790000007488,8,"03","03"
"1006","CarHorn",842.889999970794,3,"04","07"
"1006","CarHorn",368.069999967702,2,"08","02"
"1006","CarHorn",554.490000009537,8,"05","05"
"1006","CarHorn",344.319999974687,2,"04","06"
"1006","CarHorn",349.940000043716,2,"03","09"
"1006","CarHorn",261.850000009872,2,"05","09"
"1006","CarHorn",185.654999979306,2,"03","06"
"1006","CarHorn",668.464999995194,2,"09","02"
"1006","CarHorn",403.445000003558,2,"05","07"
"1006","CarHorn",345.310000004247,2,"01","05"
"1006","CarHorn",790.804999996908,3,"05","03"
"1006","CarHorn",347.829999984242,2,"05","02"
"1006","CarHorn",2218.30499998759,2,"01","07"
"1006","CarHorn",1116.6900000535,2,"07","05"
"1006","CarHorn",286.449999955948,2,"08","01"
"1006","CarHorn",452.340000018012,2,"04","02"
"1006","CarHorn",773.530000005849,2,"07","07"
"1006","CarHorn",937.390000035521,3,"09","06"
"1006","CarHorn",677.674999984447,3,"10","01"
"1006","CarHorn",655.190000019502,2,"06","05"
"1006","CarHorn",1355.579999974,2,"07","10"
"1006","CarHorn",441.599999961909,3,"04","09"
"1006","CarHorn",887.719999998808,2,"10","03"
"1006","CarHorn",887.409999966621,2,"05","01"
"1006","CarHorn",369.745000032708,2,"03","10"
"1006","CarHorn",480.909999983851,2,"03","04"
"1006","CarHorn",301.940000033937,2,"07","06"
"1006","CarHorn",641.6999999783,2,"02","08"
"1006","CarHorn",526.055000023916,1,"08","05"
"1006","CarHorn",566.934999951627,3,"07","09"
"1006","CarHorn",888.060000026599,2,"01","02"
"1006","CarHorn",1226.9400000223,2,"02","07"
"1006","CarHorn",553.880000021309,8,"09","09"
"1006","CarHorn",520.710000011604,2,"02","06"
"1006","CarHorn",1857.55999997491,2,"09","07"
"1006","CarHorn",182.259999972302,2,"04","08"
"1006","CarHorn",184.394999989308,2,"01","10"
"1006","CarHorn",2005.18000003649,3,"02","01"
"1006","CarHorn",442.760000005364,8,"01","01"
"1006","CarHorn",689.085000019986,2,"07","03"
"1006","CarHorn",374.114999955054,2,"07","02"
"1006","CarHorn",1216.49999998044,2,"02","03"
"1004","CarHorn",4314.10999997752,1,"09","02"
"1004","CarHorn",1713.88499997556,3,"05","09"
"1004","CarHorn",3120.63999997918,8,"09","09"
"1004","CarHorn",1433.05000005057,2,"08","05"
"1004","CarHorn",4681.69500003569,1,"04","08"
"1004","CarHorn",2777.36999996705,6,"01","09"
"1004","CarHorn",1147.55999995396,3,"09","06"
"1004","CarHorn",1077.51000003191,2,"10","02"
"1004","CarHorn",827.244999993127,3,"03","08"
"1004","CarHorn",1639.14000004297,1,"07","03"
"1004","CarHorn",2265.33000002382,3,"05","04"
"1004","CarHorn",4049.66000001878,2,"07","04"
"1004","CarHorn",986.789999995381,3,"07","08"
"1004","CarHorn",809.379999991506,4,"08","10"
"1004","CarHorn",1549.6249999851,3,"02","08"
"1004","CarHorn",1185.81500003347,1,"10","01"
"1004","CarHorn",3618.52999997791,4,"06","09"
"1004","CarHorn",5129.38499997836,5,"09","01"
"1004","CarHorn",6545.37499998696,3,"10","05"
"1004","CarHorn",1256.58000004478,2,"03","09"
"1004","CarHorn",5908.77500001807,3,"04","09"
"1004","CarHorn",1525.14000004157,2,"10","08"
"1004","CarHorn",3988.26000001281,3,"06","03"
"1004","CarHorn",2420.81999999937,3,"03","06"
"1004","CarHorn",1232.16500005219,4,"05","08"
"1004","CarHorn",1605.22500000661,1,"05","07"
"1004","CarHorn",6041.91999998875,5,"05","10"
"1004","CarHorn",1848.56000001309,8,"05","05"
"1004","CarHorn",1401.21999999974,3,"01","08"
"1004","CarHorn",2610.54999998305,2,"09","05"
"1004","CarHorn",2626.0599999805,2,"09","03"
"1004","CarHorn",3066.81499996921,3,"09","08"
"1004","CarHorn",3033.57500000857,4,"07","02"
"1004","CarHorn",1094.84999999404,3,"02","03"
"1004","CarHorn",3540.44499999145,5,"08","09"
"1004","CarHorn",2417.11500001838,3,"07","01"
"1004","CarHorn",652.70999999484,2,"05","01"
"1004","CarHorn",2260.94499998726,4,"08","02"
"1004","CarHorn",6557.94999998761,3,"06","07"
"1004","CarHorn",1408.69999997085,6,"02","06"
"1004","CarHorn",6355.97499995492,4,"06","10"
"1004","CarHorn",716.780000017025,8,"10","10"
"1004","CarHorn",2180.07000000216,2,"01","04"
"1004","CarHorn",2097.16000000481,3,"02","04"
"1004","CarHorn",774.374999979045,1,"08","06"
"1004","CarHorn",2357.28500003461,5,"01","10"
"1004","CarHorn",1126.43500004197,6,"02","10"
"1004","CarHorn",1804.11499994807,5,"04","10"
"1004","CarHorn",962.195000029169,4,"10","04"
"1004","CarHorn",2749.62499999674,3,"07","06"
"1004","CarHorn",4156.56500001205,6,"05","02"
"1004","CarHorn",511.740000045393,8,"01","01"
"1004","CarHorn",2863.04999998538,5,"03","07"
"1004","CarHorn",659.195000014734,3,"04","05"
"1004","CarHorn",704.339999996591,8,"07","07"
"1004","CarHorn",1951.87499996973,6,"03","05"
"1004","CarHorn",654.360000044107,2,"06","02"
"1004","CarHorn",1485.18999997759,3,"05","03"
"1004","CarHorn",512.380000029225,4,"03","04"
"1004","CarHorn",806.530000001658,8,"08","08"
"1004","CarHorn",1661.06499999296,2,"04","07"
"1004","CarHorn",4944.45000000997,3,"10","03"
"1004","CarHorn",410.834999987856,8,"06","06"
"1004","CarHorn",1810.07000000682,4,"01","03"
"1004","CarHorn",1197.86499999464,2,"08","04"
"1004","CarHorn",1552.74000001373,6,"04","03"
"1004","CarHorn",442.825000034645,3,"10","06"
"1004","CarHorn",1928.17999998806,4,"03","01"
"1004","CarHorn",2642.27499999106,2,"08","07"
"1004","CarHorn",2896.85499999905,3,"07","10"
"1004","CarHorn",912.795000011101,3,"08","01"
"1004","CarHorn",488.585000042804,1,"09","07"
"1004","CarHorn",672.684999997728,4,"03","02"
"1004","CarHorn",1443.51500004996,3,"04","01"
"1004","CarHorn",2532.59000001708,5,"03","10"
"1004","CarHorn",510.950000025332,8,"03","03"
"1004","CarHorn",3068.414999987,5,"06","04"
"1004","CarHorn",2099.44499999983,1,"01","07"
"1004","CarHorn",2950.71000000462,6,"09","10"
"1004","CarHorn",439.134999993257,8,"02","02"
"1004","CarHorn",2732.78500000015,4,"06","01"
"1004","CarHorn",602.084999962244,1,"10","07"
"1004","CarHorn",4704.17499996256,5,"01","02"
"1004","CarHorn",1442.55999999586,4,"08","03"
"1004","CarHorn",1900.13000002364,5,"09","04"
"1004","CarHorn",1379.76000003982,6,"02","05"
"1004","CarHorn",671.399999991991,5,"06","08"
"1004","CarHorn",2821.86000002548,4,"01","05"
"1004","CarHorn",764.405000023544,3,"05","06"
"1004","CarHorn",754.904999979772,8,"04","04"
"1004","CarHorn",3638.34499998484,4,"04","02"
"1004","CarHorn",1062.4700000044,3,"02","09"
"1004","CarHorn",1258.58500000322,4,"07","09"
"1004","CarHorn",1244.78000000818,7,"07","05"
"1004","CarHorn",570.09500003187,7,"02","01"
"1004","CarHorn",1559.84499998158,3,"10","09"
"1004","CarHorn",726.324999995995,1,"01","06"
"1004","CarHorn",814.369999978226,3,"06","05"
"1004","CarHorn",809.049999981653,2,"04","06"
"1004","CarHorn",3168.35500003072,1,"02","07"
"1003","CarHorn",9790.63500001212,2,"03","07"
"1003","CarHorn",946.555000002263,3,"09","10"
"1003","CarHorn",1858.99000000791,3,"03","05"
"1003","CarHorn",875.854999991134,8,"06","06"
"1003","CarHorn",1607.63000001316,1,"06","03"
"1003","CarHorn",899.36999999918,1,"02","05"
"1003","CarHorn",993.450000009034,2,"04","03"
"1003","CarHorn",443.644999992102,1,"01","10"
"1003","CarHorn",514.429999981076,1,"06","04"
"1003","CarHorn",810.980000009295,1,"09","03"
"1003","CarHorn",1261.59499998903,2,"10","07"
"1003","CarHorn",555.429999978514,1,"04","01"
"1003","CarHorn",1005.54500002181,2,"04","07"
"1003","CarHorn",1612.58500002441,2,"05","07"
"1003","CarHorn",573.83999999729,3,"04","05"
"1003","CarHorn",1132.32999999309,1,"07","04"
"1003","CarHorn",1239.37000002479,2,"06","01"
"1003","CarHorn",1384.12000000244,2,"02","04"
"1003","CarHorn",1349.57500000019,2,"02","03"
"1003","CarHorn",438.685000000987,1,"01","04"
"1003","CarHorn",839.384999999311,1,"09","07"
"1003","CarHorn",327.669999998761,1,"03","08"
"1003","CarHorn",2112.25500001456,2,"08","02"
"1003","CarHorn",605.86000001058,2,"01","02"
"1003","CarHorn",1963.01500001573,3,"09","02"
"1003","CarHorn",578.059999999823,2,"09","04"
"1003","CarHorn",570.195000007516,1,"10","03"
"1003","CarHorn",781.384999980219,1,"02","09"
"1003","CarHorn",882.520000013756,3,"04","09"
"1003","CarHorn",710.959999996703,1,"01","07"
"1003","CarHorn",853.010000020731,8,"01","01"
"1003","CarHorn",593.659999984084,1,"08","09"
"1003","CarHorn",283.539999974892,1,"08","04"
"1003","CarHorn",565.455000003567,2,"09","01"
"1003","CarHorn",473.360000003595,1,"02","08"
"1003","CarHorn",900.354999990668,8,"05","05"
"1003","CarHorn",509.145000018179,2,"05","02"
"1003","CarHorn",514.159999991534,1,"09","08"
"1003","CarHorn",36935.0299999933,2,"04","10"
"1003","CarHorn",849.325000017416,4,"06","09"
"1003","CarHorn",761.1850000103,3,"07","09"
"1003","CarHorn",467.719999986002,2,"10","02"
"1003","CarHorn",620.909999997821,3,"06","10"
"1003","CarHorn",656.565000012051,8,"10","10"
"1003","CarHorn",946.280000003753,1,"01","05"
"1003","CarHorn",793.349999992643,8,"08","08"
"1003","CarHorn",1093.87000001152,2,"05","03"
"1003","CarHorn",327.560000005178,2,"07","06"
"1003","CarHorn",753.094999992754,8,"04","04"
"1003","CarHorn",819.864999997662,8,"02","02"
"1003","CarHorn",1112.79000001377,2,"03","10"
"1003","CarHorn",841.639999998733,3,"04","06"
"1003","CarHorn",709.074999991572,3,"07","01"
"1003","CarHorn",750.105000013718,1,"07","05"
"1003","CarHorn",283.070000004955,1,"08","01"
"1003","CarHorn",356.83499998413,1,"04","08"
"1003","CarHorn",1852.63999999734,3,"01","09"
"1003","CarHorn",671.275000000605,1,"07","03"
"1003","CarHorn",710.140000010142,3,"05","10"
"1003","CarHorn",272.245000000112,3,"02","06"
"1003","CarHorn",1427.23999998998,5,"03","02"
"1003","CarHorn",786.144999990938,2,"06","07"
"1003","CarHorn",1016.13000000361,1,"02","01"
"1003","CarHorn",240.939999988768,1,"10","04"
"1003","CarHorn",469.899999996414,2,"05","06"
"1003","CarHorn",3443.00999998813,2,"04","02"
"1003","CarHorn",440.795000002254,1,"01","06"
"1003","CarHorn",824.029999988852,2,"03","06"
"1003","CarHorn",390.104999998584,2,"07","10"
"1003","CarHorn",410.455000004731,1,"06","02"
"1003","CarHorn",897.730000026058,1,"08","06"
"1003","CarHorn",301.279999985127,1,"05","08"
"1003","CarHorn",482.625000004191,1,"09","06"
"1003","CarHorn",331.749999983003,1,"08","07"
"1003","CarHorn",530.640000011772,8,"09","09"
"1003","CarHorn",836.530000000494,3,"03","01"
"1003","CarHorn",887.684999994235,5,"01","03"
"1003","CarHorn",1391.44500001566,4,"10","06"
"1003","CarHorn",740.950000006706,1,"02","07"
"1003","CarHorn",805.289999989327,2,"05","09"
"1003","CarHorn",1086.19500001078,1,"06","08"
"1003","CarHorn",3486.25499999616,1,"01","08"
"1003","CarHorn",3454.22499999404,2,"10","01"
"1003","CarHorn",1070.51499999943,1,"08","05"
"1003","CarHorn",1940.36000000779,2,"03","04"
"1003","CarHorn",754.894999990938,1,"02","10"
"1003","CarHorn",5465.3700000199,1,"08","10"
"1003","CarHorn",277.874999999767,1,"07","08"
"1003","CarHorn",538.570000004256,2,"10","05"
"1003","CarHorn",3049.85000001034,2,"03","09"
"1003","CarHorn",2207.1050000086,1,"07","02"
"1003","CarHorn",1673.91499999212,8,"03","03"
"1003","CarHorn",1141.64500002516,1,"08","03"
"1003","CarHorn",5673.80000001867,2,"07","07"
"1003","CarHorn",3271.78999999887,1,"05","04"
"1003","CarHorn",518.640000023879,2,"05","01"
"1003","CarHorn",509.014999988722,1,"06","05"
"1003","CarHorn",517.850000003818,2,"09","05"
"1003","CarHorn",116.829999984475,1,"10","08"
"1003","CarHorn",1823.4999999986,2,"10","09"
"1005","CarHorn",2940.42499997886,5,"09","06"
"1005","CarHorn",7312.96500004828,2,"07","04"
"1005","CarHorn",4681.43999995664,4,"09","07"
"1005","CarHorn",4159.67999998247,1,"04","03"
"1005","CarHorn",2107.36500000348,1,"09","03"
"1005","CarHorn",1246.67999998201,1,"08","06"
"1005","CarHorn",3421.39500001213,2,"09","04"
"1005","CarHorn",4831.55000000261,4,"10","01"
"1005","CarHorn",1809.94000000646,5,"09","02"
"1005","CarHorn",2184.83500002185,2,"03","10"
"1005","CarHorn",3373.48499998916,3,"06","01"
"1005","CarHorn",2450.65499999328,6,"05","08"
"1005","CarHorn",3353.98000001442,1,"06","07"
"1005","CarHorn",1737.93499998283,1,"03","09"
"1005","CarHorn",582.225000020117,1,"06","08"
"1005","CarHorn",1992.29999998352,2,"08","02"
"1005","CarHorn",894.894999975804,8,"04","04"
"1005","CarHorn",1525.65500000492,1,"06","05"
"1005","CarHorn",2397.45500002755,1,"01","03"
"1005","CarHorn",957.219999982044,2,"06","10"
"1005","CarHorn",1069.50000004144,3,"02","06"
"1005","CarHorn",1086.94000000833,1,"07","05"
"1005","CarHorn",1890.26499999454,4,"02","01"
"1005","CarHorn",1979.75500003668,2,"05","02"
"1005","CarHorn",1028.44000002369,1,"05","04"
"1005","CarHorn",587.129999999888,1,"04","05"
"1005","CarHorn",983.735000016168,2,"04","01"
"1005","CarHorn",2297.22000000766,2,"02","04"
"1005","CarHorn",2302.53499996616,3,"04","09"
"1005","CarHorn",1612.94500000076,1,"02","07"
"1005","CarHorn",2028.37499999441,6,"04","07"
"1005","CarHorn",732.974999991711,5,"03","08"
"1005","CarHorn",2547.01000003843,1,"09","05"
"1005","CarHorn",1636.1550000147,5,"07","10"
"1005","CarHorn",597.690000024159,8,"08","08"
"1005","CarHorn",1540.85499997018,1,"02","03"
"1005","CarHorn",1809.68999996549,7,"09","01"
"1005","CarHorn",713.680000044405,1,"08","04"
"1005","CarHorn",3288.8699999894,5,"10","07"
"1005","CarHorn",2190.68500003777,1,"10","05"
"1005","CarHorn",1010.90500003193,1,"05","06"
"1005","CarHorn",884.774999984074,8,"10","10"
"1005","CarHorn",1399.08500004094,5,"10","04"
"1005","CarHorn",1009.77999996394,1,"08","09"
"1005","CarHorn",2583.12500000466,1,"02","05"
"1005","CarHorn",620.205000042915,1,"03","07"
"1005","CarHorn",2802.07999999402,2,"02","09"
