"category","sound1","sound2","response"
"HorseNeighing","03","08",3.8
"HorseSnorting","03","08",2.6
"InsectsBuzzing","03","08",2.5
"InsectsStridulation","03","08",1.8
"JetPassing","03","08",3.6
"LaughingAdultFemale","03","08",3.8
"LaughingAdultMale","03","08",3.3
"LaughingChild","03","08",3.9
"LaughingGroup","03","08",3.2
"Propeller","03","08",3
"Rain","03","08",1.7
"River","03","08",4.1
"Sawing","03","08",3.3
"SawingManual","03","08",3.2
"SeaWaves","03","08",3.2
"Sneezing","03","08",2.7
"Snoring","03","08",4.7
"ThroatClearing","03","08",1.4
"Thunder","03","08",3.9
"TrainBrakes","03","08",3.5
"TrainSignal","03","08",3.8
"TrainWagons","03","08",3.3
"Waterfall","03","08",3.2
"Wind","03","08",3.6
"BirdsFlyingOff","04","08",4.6
"BirdSong","04","08",2.7
"BirdSquawk","04","08",1.7
"CarHorn","04","08",1.6
"CarSkidding","04","08",2.5
"CarStarting","04","08",3.8
"CatHissing","04","08",3.8
"CatMeowing","04","08",3.6
"CatPurring","04","08",2.8
"ChildrenPlaying","04","08",1.9
"CocktailParty","04","08",4.8
"CoughingAdultFemale","04","08",5.4
"CoughingAdultMale","04","08",1.7
"CowMoo","04","08",2.5
"CrowdApplause","04","08",3
"CrowdCheering","04","08",3.3
"CryingAdultFemale","04","08",2.2
"CryingAdultMale","04","08",5
"CryingChild","04","08",2.8
"DogBarking","04","08",3.1
"DogGrowling","04","08",2.6
"DogHowling","04","08",2.4
"Drilling","04","08",2.9
"DrillingPneumatic","04","08",2.8
"Fire","04","08",1.2
"Footsteps","04","08",2.1
"Hammer","04","08",1.6
"Helicopter","04","08",4.1
"HorseGalloping","04","08",3.9
"HorseNeighing","04","08",3.8
"HorseSnorting","04","08",3.8
"InsectsBuzzing","04","08",3.3
"InsectsStridulation","04","08",5.3
"JetPassing","04","08",2.7
"LaughingAdultFemale","04","08",3.9
"LaughingAdultMale","04","08",3.9
"LaughingChild","04","08",3
"LaughingGroup","04","08",3.6
"Propeller","04","08",3.5
"Rain","04","08",1.5
"River","04","08",1.8
"Sawing","04","08",2.8
"SawingManual","04","08",4
"SeaWaves","04","08",4.8
"Sneezing","04","08",4.2
"Snoring","04","08",2.5
"ThroatClearing","04","08",1.6
"Thunder","04","08",4
"TrainBrakes","04","08",3.6
"TrainSignal","04","08",1.8
"TrainWagons","04","08",5.3
"Waterfall","04","08",4.1
"Wind","04","08",2.3
"BirdsFlyingOff","05","08",5.3
"BirdSong","05","08",2.6
"BirdSquawk","05","08",3.8
"CarHorn","05","08",2.7
"CarSkidding","05","08",2.1
"CarStarting","05","08",6.2
"CatHissing","05","08",2.7
"CatMeowing","05","08",1.7
"CatPurring","05","08",3.3
"ChildrenPlaying","05","08",1.7
"CocktailParty","05","08",2.9
"CoughingAdultFemale","05","08",3.8
"CoughingAdultMale","05","08",1.6
"CowMoo","05","08",2.2
"CrowdApplause","05","08",4.1
"CrowdCheering","05","08",5.9
"CryingAdultFemale","05","08",4.8
"CryingAdultMale","05","08",4.1
"CryingChild","05","08",3.2
"DogBarking","05","08",2
"DogGrowling","05","08",3.7
"DogHowling","05","08",2.4
"Drilling","05","08",2.8
"DrillingPneumatic","05","08",6.1
"Fire","05","08",1.7
"Footsteps","05","08",2.6
"Hammer","05","08",1.4
"Helicopter","05","08",1.6
"HorseGalloping","05","08",1.2
"HorseNeighing","05","08",4.3
"HorseSnorting","05","08",3.2
"InsectsBuzzing","05","08",3.2
"InsectsStridulation","05","08",2
"JetPassing","05","08",3.3
"LaughingAdultFemale","05","08",4.5
"LaughingAdultMale","05","08",4.6
"LaughingChild","05","08",3.1
"LaughingGroup","05","08",4
"Propeller","05","08",2.2
"Rain","05","08",3.8
"River","05","08",2.3
"Sawing","05","08",3.1
"SawingManual","05","08",3.6
"SeaWaves","05","08",3
"Sneezing","05","08",4.5
"Snoring","05","08",2.6
"ThroatClearing","05","08",1.4
"Thunder","05","08",4.7
"TrainBrakes","05","08",3.9
"TrainSignal","05","08",2.2
"TrainWagons","05","08",3.5
"Waterfall","05","08",6.1
"Wind","05","08",2.7
"BirdsFlyingOff","06","08",4.5
"BirdSong","06","08",4.3
"BirdSquawk","06","08",2.1
"CarHorn","06","08",2.4
"CarSkidding","06","08",4.1
"CarStarting","06","08",2.5
"CatHissing","06","08",2.4
"CatMeowing","06","08",1.9
"CatPurring","06","08",4.6
"ChildrenPlaying","06","08",2.9
"CocktailParty","06","08",2.4
"CoughingAdultFemale","06","08",5.6
"CoughingAdultMale","06","08",2.6
"CowMoo","06","08",3.2
"CrowdApplause","06","08",5
"CrowdCheering","06","08",3.7
"CryingAdultFemale","06","08",3.8
"CryingAdultMale","06","08",3.9
"CryingChild","06","08",3.7
"DogBarking","06","08",3.6
"DogGrowling","06","08",4.3
"DogHowling","06","08",3.1
"Drilling","06","08",3.3
"DrillingPneumatic","06","08",2.3
"Fire","06","08",1.2
"Footsteps","06","08",2
"Hammer","06","08",1.2
"Helicopter","06","08",1.9
"HorseGalloping","06","08",6.3
"HorseNeighing","06","08",2.1
"HorseSnorting","06","08",5.6
"InsectsBuzzing","06","08",4.2
"InsectsStridulation","06","08",3.3
"JetPassing","06","08",4.7
"LaughingAdultFemale","06","08",3.3
"LaughingAdultMale","06","08",2.7
"LaughingChild","06","08",5.1
"LaughingGroup","06","08",3.7
"Propeller","06","08",4.4
"Rain","06","08",2.5
"River","06","08",5.7
"Sawing","06","08",2.4
"SawingManual","06","08",4.7
"SeaWaves","06","08",2.8
"Sneezing","06","08",3.2
"Snoring","06","08",2.3
"ThroatClearing","06","08",1.5
"Thunder","06","08",4.7
"TrainBrakes","06","08",3.9
"TrainSignal","06","08",2.2
"TrainWagons","06","08",3.3
"Waterfall","06","08",3.4
"Wind","06","08",2.9
"BirdsFlyingOff","07","08",5.5
"BirdSong","07","08",4.2
"BirdSquawk","07","08",1.3
"CarHorn","07","08",1.7
"CarSkidding","07","08",4.2
"CarStarting","07","08",1.7
"CatHissing","07","08",6.18181818181818
"CatMeowing","07","08",2.2
"CatPurring","07","08",3.7
"ChildrenPlaying","07","08",1.3
"CocktailParty","07","08",4.8
"CoughingAdultFemale","07","08",5.6
"CoughingAdultMale","07","08",2.9
"CowMoo","07","08",6.1
"CrowdApplause","07","08",3.6
"CrowdCheering","07","08",5.1
"CryingAdultFemale","07","08",3.8
"CryingAdultMale","07","08",3
"CryingChild","07","08",3.3
"DogBarking","07","08",4.9
"DogGrowling","07","08",2.9
"DogHowling","07","08",4.8
"Drilling","07","08",4.6
"DrillingPneumatic","07","08",5.8
"Fire","07","08",1.5
"Footsteps","07","08",3.4
"Hammer","07","08",1.7
"Helicopter","07","08",3.1
"HorseGalloping","07","08",6.2
"HorseNeighing","07","08",4
"HorseSnorting","07","08",3.5
"InsectsBuzzing","07","08",4.3
"InsectsStridulation","07","08",2.7
"JetPassing","07","08",2.4
"LaughingAdultFemale","07","08",3.2
"LaughingAdultMale","07","08",5.4
"LaughingChild","07","08",5.3
"LaughingGroup","07","08",3.2
"Propeller","07","08",2.2
"Rain","07","08",2.5
"River","07","08",5
"Sawing","07","08",2.7
"SawingManual","07","08",4.6
"SeaWaves","07","08",5.2
"Sneezing","07","08",2.2
"Snoring","07","08",5.7
"ThroatClearing","07","08",1.5
"Thunder","07","08",4.5
"TrainBrakes","07","08",2.9
"TrainSignal","07","08",3
"TrainWagons","07","08",2.8
"Waterfall","07","08",3.8
"Wind","07","08",3.2
"BirdsFlyingOff","08","08",7
"BirdSong","08","08",7.5
"BirdSquawk","08","08",7.9
"CarHorn","08","08",8
"CarSkidding","08","08",7.7
"CarStarting","08","08",8
"CatHissing","08","08",7.8
"CatMeowing","08","08",8
"CatPurring","08","08",7.6
"ChildrenPlaying","08","08",8
"CocktailParty","08","08",8
"CoughingAdultFemale","08","08",8
"CoughingAdultMale","08","08",8
"CowMoo","08","08",8
"CrowdApplause","08","08",7.8
"CrowdCheering","08","08",7.9
"CryingAdultFemale","08","08",7.8
"CryingAdultMale","08","08",7.6
"CryingChild","08","08",8
"DogBarking","08","08",7.8
"DogGrowling","08","08",8
"DogHowling","08","08",8
"Drilling","08","08",7.5
"DrillingPneumatic","08","08",8
"Fire","08","08",8
"Footsteps","08","08",8
"Hammer","08","08",7.9
"Helicopter","08","08",8
"HorseGalloping","08","08",7.6
"HorseNeighing","08","08",8
"HorseSnorting","08","08",8
"InsectsBuzzing","08","08",7.7
"InsectsStridulation","08","08",7.7
"JetPassing","08","08",7.9
"LaughingAdultFemale","08","08",7.9
"LaughingAdultMale","08","08",7.9
"LaughingChild","08","08",8
"LaughingGroup","08","08",8
"Propeller","08","08",8
"Rain","08","08",7.9
"River","08","08",7.6
"Sawing","08","08",8
"SawingManual","08","08",7.7
"SeaWaves","08","08",7.6
"Sneezing","08","08",8
"Snoring","08","08",7.4
"ThroatClearing","08","08",8
"Thunder","08","08",7.6
"TrainBrakes","08","08",8
"TrainSignal","08","08",8
"TrainWagons","08","08",7.9
"Waterfall","08","08",8
"Wind","08","08",8
"BirdsFlyingOff","09","08",2.8
"BirdSong","09","08",3.8
"BirdSquawk","09","08",1.7
"CarHorn","09","08",1.9
"CarSkidding","09","08",3.9
"CarStarting","09","08",3.6
"CatHissing","09","08",4.90909090909091
"CatMeowing","09","08",1.5
"CatPurring","09","08",2.5
"ChildrenPlaying","09","08",1.5
"CocktailParty","09","08",3.2
"CoughingAdultFemale","09","08",2.4
"CoughingAdultMale","09","08",5
"CowMoo","09","08",2.4
"CrowdApplause","09","08",3.3
"CrowdCheering","09","08",5.2
"CryingAdultFemale","09","08",4.2
"CryingAdultMale","09","08",5.2
"CryingChild","09","08",2.6
"DogBarking","09","08",4
"DogGrowling","09","08",3.3
"DogHowling","09","08",1.7
"Drilling","09","08",3.3
"DrillingPneumatic","09","08",6.1
"Fire","09","08",1.4
"Footsteps","09","08",4.6
"Hammer","09","08",2.2
"Helicopter","09","08",6.2
"HorseGalloping","09","08",5.5
"HorseNeighing","09","08",3.6
"HorseSnorting","09","08",5.4
"InsectsBuzzing","09","08",2.8
"InsectsStridulation","09","08",4.8
"JetPassing","09","08",3.6
"LaughingAdultFemale","09","08",3.5
"LaughingAdultMale","09","08",3
"LaughingChild","09","08",3.2
"LaughingGroup","09","08",4.7
"Propeller","09","08",3.1
"Rain","09","08",2.3
"River","09","08",2.1
"Sawing","09","08",5
"SawingManual","09","08",3.8
"SeaWaves","09","08",4
"Sneezing","09","08",2.9
"Snoring","09","08",5
"ThroatClearing","09","08",1.4
"Thunder","09","08",3.1
"TrainBrakes","09","08",3.7
"TrainSignal","09","08",5.7
"TrainWagons","09","08",4.4
"Waterfall","09","08",2.8
"Wind","09","08",3.2
"BirdsFlyingOff","10","08",2.2
"BirdSong","10","08",3.3
"BirdSquawk","10","08",1.6
"CarHorn","10","08",2.1
"CarSkidding","10","08",4.3
"CarStarting","10","08",4.7
"CatHissing","10","08",4.4
"CatMeowing","10","08",3.1
"CatPurring","10","08",2.7
"ChildrenPlaying","10","08",3.5
"CocktailParty","10","08",2.8
"CoughingAdultFemale","10","08",3.3
"CoughingAdultMale","10","08",2.1
"CowMoo","10","08",2.5
"CrowdApplause","10","08",4
"CrowdCheering","10","08",4
"CryingAdultFemale","10","08",3.1
"CryingAdultMale","10","08",2.4
"CryingChild","10","08",4.6
"DogBarking","10","08",2.2
"DogGrowling","10","08",3.4
"DogHowling","10","08",2.3
"Drilling","10","08",4.9
"DrillingPneumatic","10","08",3.4
"Fire","10","08",2.3
"Footsteps","10","08",2.4
"Hammer","10","08",2.7
"Helicopter","10","08",2.2
"HorseGalloping","10","08",3.7
"HorseNeighing","10","08",4.7
"HorseSnorting","10","08",5.3
"InsectsBuzzing","10","08",1.9
"InsectsStridulation","10","08",4.3
"JetPassing","10","08",5.4
"LaughingAdultFemale","10","08",3.3
"LaughingAdultMale","10","08",3.8
"LaughingChild","10","08",5.2
"LaughingGroup","10","08",4
"Propeller","10","08",2.3
"Rain","10","08",2.8
"River","10","08",2.1
"Sawing","10","08",5.6
"SawingManual","10","08",4.4
"SeaWaves","10","08",3.9
"Sneezing","10","08",2.6
"Snoring","10","08",4
"ThroatClearing","10","08",1.5
"Thunder","10","08",4.9
"TrainBrakes","10","08",3.6
"TrainSignal","10","08",3.9
"TrainWagons","10","08",3.8
"Waterfall","10","08",3.7
"Wind","10","08",4.3
"BirdsFlyingOff","01","09",2.7
"BirdSong","01","09",2.2
"BirdSquawk","01","09",2
"CarHorn","01","09",5.2
"CarSkidding","01","09",5.9
"CarStarting","01","09",3.9
"CatHissing","01","09",3.6
"CatMeowing","01","09",2
"CatPurring","01","09",5.6
"ChildrenPlaying","01","09",2.3
"CocktailParty","01","09",3.8
"CoughingAdultFemale","01","09",1.8
"CoughingAdultMale","01","09",1.9
"CowMoo","01","09",5.4
"CrowdApplause","01","09",3.8
"CrowdCheering","01","09",4.8
"CryingAdultFemale","01","09",3.1
"CryingAdultMale","01","09",3.5
"CryingChild","01","09",4.5
"DogBarking","01","09",1.5
"DogGrowling","01","09",2.7
"DogHowling","01","09",3.2
"Drilling","01","09",3.9
"DrillingPneumatic","01","09",2.3
"Fire","01","09",5.3
"Footsteps","01","09",2.4
"Hammer","01","09",2.9
"Helicopter","01","09",3.7
"HorseGalloping","01","09",5.4
"HorseNeighing","01","09",2.7
"HorseSnorting","01","09",3.5
"InsectsBuzzing","01","09",3.9
"InsectsStridulation","01","09",3.4
"JetPassing","01","09",2.9
"LaughingAdultFemale","01","09",2.5
"LaughingAdultMale","01","09",2.5
"LaughingChild","01","09",2.5
"LaughingGroup","01","09",2.2
"Propeller","01","09",5.5
"Rain","01","09",5
"River","01","09",4.8
"Sawing","01","09",2.9
"SawingManual","01","09",3.9
"SeaWaves","01","09",3.7
"Sneezing","01","09",3.4
"Snoring","01","09",4.3
"ThroatClearing","01","09",3.4
"Thunder","01","09",2.7
"TrainBrakes","01","09",3.8
"TrainSignal","01","09",4.3
"TrainWagons","01","09",3.1
"Waterfall","01","09",4.9
"Wind","01","09",3
"BirdsFlyingOff","02","09",2.8
"BirdSong","02","09",3.1
"BirdSquawk","02","09",5.4
"CarHorn","02","09",2.8
"CarSkidding","02","09",2.6
"CarStarting","02","09",2.5
"CatHissing","02","09",3.9
"CatMeowing","02","09",3.1
"CatPurring","02","09",2.8
"ChildrenPlaying","02","09",2.4
"CocktailParty","02","09",4.4
"CoughingAdultFemale","02","09",5
"CoughingAdultMale","02","09",1.7
"CowMoo","02","09",3.5
"CrowdApplause","02","09",3.4
"CrowdCheering","02","09",2.1
"CryingAdultFemale","02","09",2.5
"CryingAdultMale","02","09",4.2
"CryingChild","02","09",3.4
"DogBarking","02","09",1.3
"DogGrowling","02","09",2.3
"DogHowling","02","09",2.2
"Drilling","02","09",5.2
"DrillingPneumatic","02","09",4.3
"Fire","02","09",3
"Footsteps","02","09",2.2
"Hammer","02","09",4.8
"Helicopter","02","09",4.6
"HorseGalloping","02","09",4.7
"HorseNeighing","02","09",3.1
"HorseSnorting","02","09",6.1
"InsectsBuzzing","02","09",4.1
"InsectsStridulation","02","09",2
"JetPassing","02","09",3.1
"LaughingAdultFemale","02","09",4.6
"LaughingAdultMale","02","09",3.4
"LaughingChild","02","09",2.5
"LaughingGroup","02","09",2.4
"Propeller","02","09",4.3
"Rain","02","09",4.9
"River","02","09",2
"Sawing","02","09",2.9
"SawingManual","02","09",2.4
"SeaWaves","02","09",4
"Sneezing","02","09",5.7
"Snoring","02","09",3.7
"ThroatClearing","02","09",3.5
"Thunder","02","09",1.9
"TrainBrakes","02","09",4.1
"TrainSignal","02","09",3.1
"TrainWagons","02","09",3.2
"Waterfall","02","09",4.3
"Wind","02","09",4.1
"BirdsFlyingOff","03","09",2.5
"BirdSong","03","09",3.1
"BirdSquawk","03","09",1.4
"CarHorn","03","09",2.1
"CarSkidding","03","09",3
"CarStarting","03","09",3.5
"CatHissing","03","09",3.7
"CatMeowing","03","09",2.3
"CatPurring","03","09",3.3
"ChildrenPlaying","03","09",2.4
"CocktailParty","03","09",3.5
"CoughingAdultFemale","03","09",1.6
"CoughingAdultMale","03","09",1.7
"CowMoo","03","09",3.9
"CrowdApplause","03","09",1.7
"CrowdCheering","03","09",3.7
"CryingAdultFemale","03","09",3.9
"CryingAdultMale","03","09",2.7
"CryingChild","03","09",4.7
"DogBarking","03","09",2.7
"DogGrowling","03","09",3.6
"DogHowling","03","09",1.8
"Drilling","03","09",3.8
"DrillingPneumatic","03","09",2.1
"Fire","03","09",3.1
"Footsteps","03","09",1.5
"Hammer","03","09",3.7
"Helicopter","03","09",4.1
"HorseGalloping","03","09",3.1
"HorseNeighing","03","09",3
"HorseSnorting","03","09",2.1
"InsectsBuzzing","03","09",4.1
"InsectsStridulation","03","09",2.3
"JetPassing","03","09",3.7
"LaughingAdultFemale","03","09",3.6
"LaughingAdultMale","03","09",2
"LaughingChild","03","09",2.7
"LaughingGroup","03","09",2.8
"Propeller","03","09",5.5
"Rain","03","09",3.2
"River","03","09",3.2
"Sawing","03","09",3.1
"SawingManual","03","09",3.4
"SeaWaves","03","09",3.4
"Sneezing","03","09",2.3
"Snoring","03","09",2.5
"ThroatClearing","03","09",4.7
"Thunder","03","09",3.7
"TrainBrakes","03","09",3.2
"TrainSignal","03","09",3.7
"TrainWagons","03","09",4.2
"Waterfall","03","09",4.3
"Wind","03","09",2.6
"BirdsFlyingOff","04","09",2.7
"BirdSong","04","09",3.5
"BirdSquawk","04","09",1.8
"CarHorn","04","09",4.1
"CarSkidding","04","09",2.7
"CarStarting","04","09",3.3
"CatHissing","04","09",4.2
"CatMeowing","04","09",2.4
"CatPurring","04","09",2.8
"ChildrenPlaying","04","09",3.3
"CocktailParty","04","09",3.4
"CoughingAdultFemale","04","09",1.8
"CoughingAdultMale","04","09",1.3
"CowMoo","04","09",3
"CrowdApplause","04","09",4.4
"CrowdCheering","04","09",3.8
"CryingAdultFemale","04","09",4.1
"CryingAdultMale","04","09",5
"CryingChild","04","09",2.8
"DogBarking","04","09",2.2
"DogGrowling","04","09",1.7
"DogHowling","04","09",3.3
"Drilling","04","09",4.8
"DrillingPneumatic","04","09",2.5
"Fire","04","09",5.5
"Footsteps","04","09",1.6
"Hammer","04","09",4.2
"Helicopter","04","09",3.9
"HorseGalloping","04","09",5.4
"HorseNeighing","04","09",3
"HorseSnorting","04","09",5
"InsectsBuzzing","04","09",3.6
"InsectsStridulation","04","09",3.4
"JetPassing","04","09",4.9
"LaughingAdultFemale","04","09",4.5
"LaughingAdultMale","04","09",3.1
"LaughingChild","04","09",2.5
"LaughingGroup","04","09",4.4
"Propeller","04","09",4.4
"Rain","04","09",3.6
"River","04","09",5.5
"Sawing","04","09",2.7
"SawingManual","04","09",2.5
"SeaWaves","04","09",4.6
"Sneezing","04","09",3.2
"Snoring","04","09",2.3
"ThroatClearing","04","09",4.2
"Thunder","04","09",3.5
"TrainBrakes","04","09",3.4
"TrainSignal","04","09",1.9
"TrainWagons","04","09",3.4
"Waterfall","04","09",4.7
"Wind","04","09",2.6
"BirdsFlyingOff","05","09",3
"BirdSong","05","09",2.9
"BirdSquawk","05","09",2.2
"CarHorn","05","09",2.5
"CarSkidding","05","09",2.2
"CarStarting","05","09",5
"CatHissing","05","09",2.8
"CatMeowing","05","09",2.9
"CatPurring","05","09",5
"ChildrenPlaying","05","09",2.5
"CocktailParty","05","09",4.3
"CoughingAdultFemale","05","09",1.9
"CoughingAdultMale","05","09",2
"CowMoo","05","09",3.7
"CrowdApplause","05","09",3.8
"CrowdCheering","05","09",4.4
"CryingAdultFemale","05","09",3.4
"CryingAdultMale","05","09",4.7
"CryingChild","05","09",2.9
"DogBarking","05","09",2.1
"DogGrowling","05","09",2.8
"DogHowling","05","09",2.2
"Drilling","05","09",6
"DrillingPneumatic","05","09",6.3
"Fire","05","09",4.8
"Footsteps","05","09",2.5
"Hammer","05","09",4.2
"Helicopter","05","09",3.4
"HorseGalloping","05","09",1
"HorseNeighing","05","09",2.2
"HorseSnorting","05","09",3.5
"InsectsBuzzing","05","09",5.2
"InsectsStridulation","05","09",2.4
"JetPassing","05","09",5.6
"LaughingAdultFemale","05","09",3
"LaughingAdultMale","05","09",3.7
"LaughingChild","05","09",1.9
"LaughingGroup","05","09",2.2
"Propeller","05","09",5.3
"Rain","05","09",4.5
"River","05","09",2.7
"Sawing","05","09",2.6
"SawingManual","05","09",2.1
"SeaWaves","05","09",2.6
"Sneezing","05","09",4.5
"Snoring","05","09",2.1
"ThroatClearing","05","09",4.6
"Thunder","05","09",2.5
"TrainBrakes","05","09",4
"TrainSignal","05","09",2.4
"TrainWagons","05","09",4.1
"Waterfall","05","09",3.3
"Wind","05","09",3.3
"BirdsFlyingOff","06","09",2.5
"BirdSong","06","09",5.9
"BirdSquawk","06","09",1.5
"CarHorn","06","09",3.5
"CarSkidding","06","09",2.2
"CarStarting","06","09",4.5
"CatHissing","06","09",2.63636363636364
"CatMeowing","06","09",4.2
"CatPurring","06","09",2.7
"ChildrenPlaying","06","09",2
"CocktailParty","06","09",3.7
"CoughingAdultFemale","06","09",1.6
"CoughingAdultMale","06","09",1.6
"CowMoo","06","09",3.4
"CrowdApplause","06","09",3.2
"CrowdCheering","06","09",2
"CryingAdultFemale","06","09",2.6
"CryingAdultMale","06","09",2.9
"CryingChild","06","09",2.8
"DogBarking","06","09",2.3
"DogGrowling","06","09",4.3
"DogHowling","06","09",2.8
"Drilling","06","09",5.6
"DrillingPneumatic","06","09",2.2
"Fire","06","09",5.3
"Footsteps","06","09",3.9
"Hammer","06","09",2.9
"Helicopter","06","09",2.8
"HorseGalloping","06","09",5
"HorseNeighing","06","09",1.6
"HorseSnorting","06","09",4.8
"InsectsBuzzing","06","09",6.1
"InsectsStridulation","06","09",2.8
"JetPassing","06","09",2.3
"LaughingAdultFemale","06","09",3.6
"LaughingAdultMale","06","09",2.8
"LaughingChild","06","09",2.1
"LaughingGroup","06","09",4.4
"Propeller","06","09",3.1
"Rain","06","09",2.6
"River","06","09",1.6
"Sawing","06","09",2.2
"SawingManual","06","09",4
"SeaWaves","06","09",1.9
"Sneezing","06","09",4.2
"Snoring","06","09",2.1
"ThroatClearing","06","09",3.8
"Thunder","06","09",2.6
"TrainBrakes","06","09",4.7
"TrainSignal","06","09",2.4
"TrainWagons","06","09",2.6
"Waterfall","06","09",3.7
"Wind","06","09",3
"BirdsFlyingOff","07","09",2.5
"BirdSong","07","09",4.9
"BirdSquawk","07","09",4.3
"CarHorn","07","09",2.3
"CarSkidding","07","09",3.7
"CarStarting","07","09",2.8
"CatHissing","07","09",5.1
"CatMeowing","07","09",5.5
"CatPurring","07","09",1.5
"ChildrenPlaying","07","09",2.1
"CocktailParty","07","09",4
"CoughingAdultFemale","07","09",1.4
"CoughingAdultMale","07","09",1.6
"CowMoo","07","09",4.1
"CrowdApplause","07","09",2.9
"CrowdCheering","07","09",3.9
"CryingAdultFemale","07","09",3.8
"CryingAdultMale","07","09",4.8
"CryingChild","07","09",4.8
"DogBarking","07","09",4
"DogGrowling","07","09",3.9
"DogHowling","07","09",2.2
"Drilling","07","09",2.6
"DrillingPneumatic","07","09",5.8
"Fire","07","09",3.8
"Footsteps","07","09",3.5
"Hammer","07","09",3.9
"Helicopter","07","09",5
"HorseGalloping","07","09",4.4
"HorseNeighing","07","09",3.5
"HorseSnorting","07","09",6.5
"InsectsBuzzing","07","09",5.2
"InsectsStridulation","07","09",2.9
"JetPassing","07","09",4.9
"LaughingAdultFemale","07","09",2.9
"LaughingAdultMale","07","09",2.2
"LaughingChild","07","09",2.7
"LaughingGroup","07","09",3
"Propeller","07","09",3.5
"Rain","07","09",3.3
"River","07","09",1.9
"Sawing","07","09",2.4
"SawingManual","07","09",3.6
"SeaWaves","07","09",3.1
"Sneezing","07","09",3.1
"Snoring","07","09",4.5
"ThroatClearing","07","09",3.2
"Thunder","07","09",3.6
"TrainBrakes","07","09",4.1
"TrainSignal","07","09",2.6
"TrainWagons","07","09",3.1
"Waterfall","07","09",3.9
"Wind","07","09",2.4
"BirdsFlyingOff","08","09",2.3
"BirdSong","08","09",4.2
"BirdSquawk","08","09",1.7
"CarHorn","08","09",2.4
"CarSkidding","08","09",4
"CarStarting","08","09",4.4
"CatHissing","08","09",5.5
"CatMeowing","08","09",1.8
"CatPurring","08","09",2.6
"ChildrenPlaying","08","09",1.5
"CocktailParty","08","09",3.5
"CoughingAdultFemale","08","09",1.5
"CoughingAdultMale","08","09",4.4
"CowMoo","08","09",3.1
"CrowdApplause","08","09",2
"CrowdCheering","08","09",5.7
"CryingAdultFemale","08","09",4
"CryingAdultMale","08","09",5.1
"CryingChild","08","09",4.1
"DogBarking","08","09",3.1
"DogGrowling","08","09",3.3
"DogHowling","08","09",2.2
"Drilling","08","09",3.8
"DrillingPneumatic","08","09",6
"Fire","08","09",1.9
"Footsteps","08","09",3.2
"Hammer","08","09",2.1
"Helicopter","08","09",7.1
"HorseGalloping","08","09",4
"HorseNeighing","08","09",3.3
"HorseSnorting","08","09",5.9
"InsectsBuzzing","08","09",3.6
"InsectsStridulation","08","09",5.1
"JetPassing","08","09",3.9
"LaughingAdultFemale","08","09",2.9
"LaughingAdultMale","08","09",2.6
"LaughingChild","08","09",2.5
"LaughingGroup","08","09",3.7
"Propeller","08","09",3.3
"Rain","08","09",1.9
"River","08","09",1.6
"Sawing","08","09",5
"SawingManual","08","09",2.9
"SeaWaves","08","09",4.4
"Sneezing","08","09",4.3
"Snoring","08","09",3.6
"ThroatClearing","08","09",1.6
"Thunder","08","09",2.3
"TrainBrakes","08","09",4.7
"TrainSignal","08","09",5.5
"TrainWagons","08","09",3.9
"Waterfall","08","09",2.1
"Wind","08","09",3.6
"BirdsFlyingOff","09","09",8
"BirdSong","09","09",6.8
"BirdSquawk","09","09",8
"CarHorn","09","09",8
"CarSkidding","09","09",8
"CarStarting","09","09",7.7
"CatHissing","09","09",7.8
"CatMeowing","09","09",8
"CatPurring","09","09",8
"ChildrenPlaying","09","09",8
"CocktailParty","09","09",8
"CoughingAdultFemale","09","09",8
"CoughingAdultMale","09","09",8
"CowMoo","09","09",7.9
"CrowdApplause","09","09",8
"CrowdCheering","09","09",7.9
"CryingAdultFemale","09","09",7.8
"CryingAdultMale","09","09",8
"CryingChild","09","09",8
"DogBarking","09","09",8
"DogGrowling","09","09",7.9
"DogHowling","09","09",7.9
"Drilling","09","09",7.9
"DrillingPneumatic","09","09",8
"Fire","09","09",7.7
"Footsteps","09","09",8
"Hammer","09","09",8
"Helicopter","09","09",8
"HorseGalloping","09","09",7.9
"HorseNeighing","09","09",7.7
"HorseSnorting","09","09",8
"InsectsBuzzing","09","09",8
"InsectsStridulation","09","09",8
"JetPassing","09","09",8
"LaughingAdultFemale","09","09",8
"LaughingAdultMale","09","09",8
"LaughingChild","09","09",8
"LaughingGroup","09","09",7.8
"Propeller","09","09",7.9
"Rain","09","09",7.3
"River","09","09",7.9
"Sawing","09","09",8
"SawingManual","09","09",7.9
"SeaWaves","09","09",7.9
"Sneezing","09","09",8
"Snoring","09","09",7.5
"ThroatClearing","09","09",8
"Thunder","09","09",7.9
"TrainBrakes","09","09",7.3
"TrainSignal","09","09",8
"TrainWagons","09","09",7.8
"Waterfall","09","09",7.9
"Wind","09","09",7.6
"BirdsFlyingOff","10","09",1.7
"BirdSong","10","09",3.6
"BirdSquawk","10","09",1.9
"CarHorn","10","09",2.4
"CarSkidding","10","09",6.4
"CarStarting","10","09",4.6
"CatHissing","10","09",3.9
"CatMeowing","10","09",1.8
"CatPurring","10","09",3.1
"ChildrenPlaying","10","09",1.9
"CocktailParty","10","09",3.8
"CoughingAdultFemale","10","09",2
"CoughingAdultMale","10","09",1.7
"CowMoo","10","09",3.9
